      1      1   1106    6.2947      115 110  12 103   7 103      0.0000
   111    0.982   -0.142      0.6901  0.135 0.69E+05 -.10E+05 0.49E+05 0.86E+05
  -211    0.105    0.357      0.6352  0.140 0.13E+05 0.43E+05 0.76E+05 0.90E+05
   111    0.222    0.318     -0.2394  0.135 0.41E+05 0.60E+05 -.45E+05 0.89E+05
  -211   -0.032    0.113      0.7153  0.140 -.38E+04 0.14E+05 0.86E+05 0.89E+05
  -211   -0.147   -0.378      0.1900  0.140 -.28E+05 -.71E+05 0.36E+05 0.89E+05
   211    0.121   -0.134     -0.0135  0.140 0.47E+05 -.52E+05 -.51E+04 0.88E+05
  -211   -0.211    0.293     -0.3584  0.140 -.35E+05 0.49E+05 -.60E+05 0.88E+05
   211   -0.016   -0.175      0.1827  0.140 -.50E+04 -.54E+05 0.56E+05 0.89E+05
   211    0.196    0.210      0.1787  0.140 0.48E+05 0.51E+05 0.44E+05 0.89E+05
  -211   -0.171    0.288      0.0982  0.140 -.41E+05 0.69E+05 0.23E+05 0.90E+05
   111   -0.135    0.950      0.8883  0.135 -.91E+04 0.64E+05 0.60E+05 0.89E+05
    22   -0.032    0.361      0.4421  0.000 0.23E+05 0.31E+05 0.12E+06 0.15E+06
   111    0.102   -0.116      0.4109  0.135 0.22E+05 0.37E+02 0.17E+06 0.18E+06
   211    0.282    0.264     -0.4484  0.140 0.41E+05 0.38E+05 -.65E+05 0.88E+05
   111   -0.711    0.506      0.1471  0.135 -.71E+05 0.51E+05 0.15E+05 0.90E+05
   111   -0.117    0.064      0.2965  0.135 -.29E+05 0.16E+05 0.74E+05 0.88E+05
   211    0.134   -0.036      0.1420  0.140 0.49E+05 -.13E+05 0.52E+05 0.89E+05
   111   -0.008    0.016      0.6714  0.135 0.22E+05 0.12E+03 0.17E+06 0.18E+06
   111   -0.026    0.892     -2.4457  0.135 -.90E+03 0.30E+05 -.83E+05 0.89E+05
  -211    0.052    0.383      0.4486  0.140 0.75E+04 0.55E+05 0.65E+05 0.88E+05
   111    0.221    0.443     -0.6557  0.135 0.24E+05 0.47E+05 -.70E+05 0.89E+05
  -211    0.319    0.161     -0.8929  0.140 0.38E+06 -.71E+04 -.97E+06 0.11E+07
   211    0.256   -0.048     -0.3846  0.140 0.38E+06 -.72E+04 -.97E+06 0.11E+07
  -211   -0.132   -0.223      0.8899  0.140 -.13E+05 -.19E+05 0.85E+05 0.90E+05
   111   -0.147   -0.174     -0.1384  0.135 -.46E+05 -.49E+05 -.37E+05 0.90E+05
   111   -0.301   -0.040      0.0345  0.135 -.76E+05 -.16E+05 0.36E+04 0.90E+05
   111    0.233    0.056     -0.2704  0.135 0.54E+05 0.13E+05 -.63E+05 0.90E+05
   111   -0.289    0.330      0.4105  0.135 -.42E+05 0.48E+05 0.60E+05 0.90E+05
   111   -0.087    0.228      0.0848  0.135 -.27E+05 0.70E+05 0.26E+05 0.90E+05
   111    0.170    0.170     -0.2218  0.135 0.43E+05 0.43E+05 -.56E+05 0.90E+05
   111    0.352    0.124      0.1930  0.135 0.72E+05 0.25E+05 0.39E+05 0.90E+05
   211    0.144    0.103      0.0068  0.140 0.57E+05 0.41E+05 0.29E+04 0.90E+05
   111    0.198   -0.430      0.3002  0.135 0.31E+05 -.67E+05 0.47E+05 0.90E+05
   111    0.147   -0.055      0.0653  0.135 0.61E+05 -.23E+05 0.27E+05 0.90E+05
  -211   -0.095    0.132      0.1182  0.140 -.35E+05 0.48E+05 0.43E+05 0.90E+05
   211    0.050   -0.114     -0.5886  0.140 0.72E+04 -.17E+05 -.85E+05 0.90E+05
   211   -0.093   -0.093      0.0980  0.140 -.39E+05 -.39E+05 0.41E+05 0.90E+05
   111   -0.437   -0.614      0.4117  0.135 -.45E+05 -.64E+05 0.43E+05 0.90E+05
   211    0.094    0.052     -0.1511  0.140 0.36E+05 0.20E+05 -.58E+05 0.88E+05
   111   -0.089   -0.256     -0.2184  0.135 -.21E+05 -.61E+05 -.53E+05 0.90E+05
   111    0.162   -0.113      0.7303  0.135 0.19E+05 -.13E+05 0.86E+05 0.90E+05
   111   -0.245   -1.130     -1.3375  0.135 -.12E+05 -.57E+05 -.68E+05 0.90E+05
